title,URL,synopsis,genre,score
Kinnikuman II Sei,https://myanimelist.net/anime/1707/Kinnikuman_II_Sei,"Kinnikuman II Sei takes place several years after the events of the original Kinnikuman. Mantarou Kinniku is the 59th prince of Planet Kinniku and son of the renowned wrestler, King Suguru. Lazy, immature, and cowardly, Mantarou seems to have little in common with his heroic father. 

When a powerful group calling themselves the dMP threatens the Earth, only someone as powerful as Kinnikuman stands a chance against them. Not knowing the current whereabouts of the King, a plan is formed to have his son Mantarou take up the mantle. The idea of fighting super villains does not sit well with Mantarou, who initially runs away from his duty. He flees to Earth where he encounters Meat, his father’s old trainer. Despite Mantarou's shortcomings, Meat sees King Suguru in him, and believes he can set the prince on the right path. Thus begins Mantarou's journey to better himself and save the world.","Action, Sci-Fi, Comedy, Sports, Martial Arts, Shounen",6.92
Ojamajo Doremi Dokkaan!,https://myanimelist.net/anime/353/Ojamajo_Doremi_Dokkaan,"Hana now becomes a peer of the Ojamajo. When Majotourbillon's spirit revives, the witches now have to break her curse. From the help from Pao-chan, Doremi, Hana, and the other witches are able to defeat the curses. 

(Source: ANN)","Comedy, Magic, Shoujo",7.57
Figure 17: Tsubasa & Hikaru,https://myanimelist.net/anime/1126/Figure_17__Tsubasa___Hikaru,"Tsubasa Shiina is a 10-year-old girl who recently moved to Hokkaido to live with her father. In school, she is very quiet and unsociable with her classmates. Then one night, she witnesses a UFO crash in the forest near her home. She rushes to the scene and finds the pilot, codenamed ""D.D."", in a barely stable condition. Also in the scene is a Maguar, a hideous alien that hatched aboard D.D.'s ship. As the Maguar is close to taking Tsubasa's life, an alien lifeform fuses with her body to form the Riberus battle armor Figure 17, which shortly destroys the alien threat. The life form takes the name Hikaru and turns into an identical twin of Tsubasa. As time passes, Tsubasa becomes more open to everyone around her, thanks to her new twin sister Hikaru. However, with Maguar eggs scattered all over Hokkaido, their ability to form Figure 17 is needed to eliminate all hatched Maguars until backup from D.D.'s home planet arrives on Earth.

(Source: ANN)","Sci-Fi, Slice of Life",7.25
Kochira Katsushikaku Kameari Kouenmae Hashutsujo,https://myanimelist.net/anime/3545/Kochira_Katsushikaku_Kameari_Kouenmae_Hashutsujo,"Ryoutsu, being an underpaid policeman, is always coming up with underhanded schemes in order to make a quick buck. But in the end, his plans (which are ridiculous to begin with) always go wrong and land him in big trouble with the chief.","Slice of Life, Comedy, Police",7.75
Shin Chou Kyou Ryo: Condor Hero,https://myanimelist.net/anime/959/Shin_Chou_Kyou_Ryo__Condor_Hero,"Youka is a young 13-year-old boy. One day, his Uncle, Kakusei, has him follow in his steps of martial arts and has him study the art of Zenshinkyou. After being mistreated, Youka runs away Zenshinkyou. He stumbles on a Forbidden Tomb where he finds a beautiful young woman, by the name of Shouryuujo. After a short time, Youka is eventually accepted by Shouryuujo to study the techniques of the Koboha under her, and thus begins their adventure through martial arts and love.

(Source: ANN)","Adventure, Drama, Historical, Romance",7.38
Patapata Hikousen no Bouken,https://myanimelist.net/anime/708/Patapata_Hikousen_no_Bouken,"Jane's mother dies when she is born, and her father, a rich English aristocrat, soon remarries to a woman with a son, William, who despises his new father and brother. George and Jane grow up with a dream to make a flying machine. George believes the distant Asian sands hold a secret: a mysterious cerulean sand which can make machines fly. He goes on an expedition to find it, and soon is reported executed for treason. William disappears too. After she recieves an unsigned letter holding a handful of pale-blue sand which floats in the air, Jane is sure her brother is alive and leaves to the East to find him and prove him innocent. There are many mysteries to unravel in store for Jane and her new friends on her journey. But perhaps a mystery should forever remain a mystery... 

(Source: ANN)","Adventure, Sci-Fi",7.59
Gekitou! Crush Gear Turbo,https://myanimelist.net/anime/3012/Gekitou_Crush_Gear_Turbo,After losing almost all their members the Tobita Crush Gear club is facing extinction. Kouya who dreams of being a Crush Gear Fighting Champion doesn't want to see the club become extinct and will do whatever he can to keep the club running and become a Cush Gear Champion.,"Sports, Shounen",6.82
Shichinin no Nana,https://myanimelist.net/anime/623/Shichinin_no_Nana,"Nana Suzuki winds up being split into seven copies of herself. Besides the original Nana, there's also a smart Nana, a happy Nana, an angry Nana, a sensitive Nana, a sad Nana, and a slow Nana. 

(Source: ANN)","Adventure, Comedy, Magic, Romance, School",6.76
Nintama Rantarou,https://myanimelist.net/anime/1199/Nintama_Rantarou,"Rantarou, Shinbei and Kirimaru are ninja apprentices in the Ninja Gakuen, where first grade ones are called ""Nintamas"" (contraction of the words ninja+tama (egg)). They must learn everything a ninja must know, but as for our heroes, money, food or playing are more interesting. The series show the everyday adventures of our heroes, segmentated in a cartoon fashion, like 2 small episodes in a 30-min show. The cast also includes the teachers (Doi-sensei and crossdressing Yamada-sensei), nintama kunoichis, evil guys (Dokutake ninjas) and even family members of all the cast...

(Source: ANN)","Comedy, Kids",7.08
Panyo Panyo Di Gi Charat,https://myanimelist.net/anime/1597/Panyo_Panyo_Di_Gi_Charat,"Deijiko is the princess of the planet of Di Gi Charat. After reading a book, she is influenced to want to help everyone be happy. She leaves the castle and pretends to be a normal girl. She tries to make everyone happy by taking various jobs around the town and thereby making all sorts of new friends and inevitably, enemies.

(Source: ANN)",Comedy,6.7
Sazae-san,https://myanimelist.net/anime/2406/Sazae-san,"The main character is a mother named Sazae-san. She lives in a house with her husband, her kids and her parents. The show is the ultimate family program and tends to follow traditional themes. Think of this show as the Japanese equivalent to ""The Partridge Family"" and you'll get a good feel for this show's atmosphere. Don't expect to see things like violence, swearing, kung-fu action or magical girls. The plots are more like ""Today, Sazae-san goes to the new mall and gets lost"". Such ""boring"" plotlines and the simplistic art are often a turn-off to non-Japanese audiences, but most Japanese find the show incredibly good. As a result, it continues to be one of the top ratings grabbers on TV and is one of the few anime that is considered ""acceptable"" by adults. 

(Source: AniDB)","Slice of Life, Comedy",6.12
Kakutou Ryouri Densetsu Bistro Recipe,https://myanimelist.net/anime/2287/Kakutou_Ryouri_Densetsu_Bistro_Recipe,"An 11-year old boy named Zen bands together with his younger sister, Karen, and a young boy who has a large appetite, Pitan, to battle an evil empire by using their ""Foodons""; strange monsters that are created from various foods.

(Source: ANN)","Game, Adventure, Comedy, Fantasy, Shounen",6.13
Chibi Maruko-chan (1995),https://myanimelist.net/anime/6149/Chibi_Maruko-chan_1995,"Momoko Sakura is an elementary school student who likes popular idol Momoe Yamaguchi and mangas. She is often called ""Chibi Maruko-chan"" due to her young age and small size. She lives together with her parents, her grandparents and her elder sister in a little town. In school, she has many friends with whom she studies and plays together everyday, including her close pal, Tama-chan; the student committee members, Maruo-kun and Migiwa-san; and the B-class trio: 'little master' Hanawa-kun, Hamaji-Bu Taro and Sekiguchi-kun. This is a fun-loving and enjoyable anime that portrays the simple things in life.

(Source: ANN)","Comedy, Kids, School, Slice of Life",7.22
Shiawase Sou no Okojo-san,https://myanimelist.net/anime/2934/Shiawase_Sou_no_Okojo-san,"Haruka Tsuchiya is a plain and simple university student who has a pet by the name of Okojo-san. Okojo-san was actually born in one of the mountains in the North and brought to one of the pet shops to be sold. Determined to get out of the pet shop, Okojo-san formulated an escape strategy and ended up in the house of Haruka. There are always funny and strange occurances happening around the two, be it the people or animals who are near them. This is a gag anime in which absurdity is the main feature of the story. 

(Source: ANN)",Comedy,6.59
Sore Ike! Anpanman,https://myanimelist.net/anime/1960/Sore_Ike_Anpanman,"One night, a Star of Life falls down the chimney of a bakery nestled deep in the forest, causing the dough in the oven to come to life. The dough becomes Anpanman, a superhero made of anpan (a sweet roll with bean jam filling). Together with his friends, Anpanman fights his rival Baikinman and helps the malnourished. 

(Source: ANN)","Comedy, Kids, Fantasy",6.48
Domo-kun,https://myanimelist.net/anime/7643/Domo-kun,"A strange monster hatches from a mysterious egg. He befriends various animals, and takes residence in Osajii's burrow. He discovers new and exciting things about everyday life.

As of 2008, there are at least 37 regular TV spot episodes of Domo-kun. These 37 episodes were released on DVD in Japan in July of 2009.","Slice of Life, Comedy, Kids",6.36
Genma Taisen: Shinwa Zenya no Shou,https://myanimelist.net/anime/1705/Genma_Taisen__Shinwa_Zenya_no_Shou,"In the distant future, monsters and inhumans roam the land, and the ruling Evil King seeks a human woman to bear him powerful, force-adept heirs. Non offers herself to the Evil King in order to save her village from Ape Clan raiders, and gives him twin sons, Loof and Jin. She and her sons are exiled by the ungrateful villagers, however, and Non's companion Nue (a Demon Clan member changed into a wolf for disobedience) takes Loof to be raised by his father, the Evil King. The Evil One's Queen Parome despises humans, however, and her malevolence towards Loof deepens...

(Source: AnimeNfo)","Adventure, Drama, Horror, Sci-Fi, Shounen, Supernatural",5.14
Ojarumaru,https://myanimelist.net/anime/4459/Ojarumaru,"In the Heian era, around 1000 years ago, a young boy of noble family named Ojarumaru is bored with his life of privilege. Meanwhile, three demons steal the power-stick of Enma, king of demons, and then lose it. Ojarumaru finds it, and uses it to transport himself to the present time. Here, he is befriended by a young boy named Kazuma, and becomes a member of his family. As time goes on, Ojarumaru makes many new friends, while dodging the comedic efforts of the three demons, Akane, Kisuke, and Aobee, as they try to recover the stick. (from ANN)","Adventure, Comedy, Kids, Fantasy",6.31
Track City,https://myanimelist.net/anime/12361/Track_City,"Jimmy was a typical boy who liked to play computer games. One day he was playing a game called 'Track City' when suddenly he got transported into the game world! Once he regained consciousness, a woman who apparently is the mayoress of the city explains to him that the world is threaten by a powerful malign virus and her allies and their only hope is to ask for the help of the ""Legendary racer"", the best player of 'Track City"". Things get complicated when Jimmy learns that the game made a mistake and confused him with the Legendary racer! Will Jimmy learn the necessary skills to defeat the viruses that threaten the world? Or will he be erased by the 'big head', the heavenly punisher that annihilates those who cannot achieve victory?","Action, Cars",6.27
Nono-chan,https://myanimelist.net/anime/6625/Nono-chan,"Nono-chan is the eldest daughter in the Yamada family and a third-grade elementary school student. Her family consists of her father, Mr Yamada Takashi, her mother, Mrs Yamada Matsuko and her brother, Noboru, a junior high student. Together with her grandmother, the family of five makes up a pleasant Japanese family. Everyone is special and everyday is always filled with joy and surprise.

(Source: ANN)","Comedy, Slice of Life",6.24
Oyako Club,https://myanimelist.net/anime/12393/Oyako_Club,This anime was running almost 20 years and has over 1800 episodes.,"Slice of Life, Comedy",5.6
Knyacki!,https://myanimelist.net/anime/7505/Knyacki,"Two caterpillars investigate objects on a kitchen counter while searching for food. One of them finds a piece of pasta and is intrigued by the fact that there's a hole in the middle.

They are having fun until a big mean caterpillar arrives. It's time for a major show down...","Comedy, Kids, Drama, Fantasy",6.29
Shima Shima Tora no Shimajirou,https://myanimelist.net/anime/9768/Shima_Shima_Tora_no_Shimajirou,"Shimajiro a tiger boy, Mimirin a rabbit girl, Torippii a parrot boy, Ramurin a sheep girl has an adventure in challenge island where they live.","Adventure, Comedy, Fantasy, Kids, Magic",6.05
Kick Off 2002,https://myanimelist.net/anime/7525/Kick_Off_2002,"No synopsis has been added for this series yet.

Click here to update this information.",Sports,
Dango San Kyoudai Attoiuma Gekijou,https://myanimelist.net/anime/23799/Dango_San_Kyoudai_Attoiuma_Gekijou,The hit Danga San Kyoudai song was adapted into shorts that aired on NHK during commercial breaks in Okaasan to Issho's timeslot. The cheery series about three dango brothers was meant to give children quick lessons about sharing and humbleness.,"Kids, Music",
Robot Pulta,https://myanimelist.net/anime/29375/Robot_Pulta,Stop-motion animation about robots; though mainly focusing on Pulta a white square robot.,"Adventure, Comedy, Kids, Mecha",
Paniponi,https://myanimelist.net/anime/29487/Paniponi,A slice of life anime about a bunch of animals living in Paniponi village.,"Slice of Life, Kids",
Bip to Bap,https://myanimelist.net/anime/29373/Bip_to_Bap,CG anime about Bip and Bap who are a boy detective and a talented frog. They go on wild adventures that usually revolve around a thief.,"Kids, Adventure",
Tick & Tack,https://myanimelist.net/anime/29369/Tick___Tack,Tick & Tack are very good friends who get caught up in mysterious events that let them make friends along the way.,"Kids, Fantasy",
Jam the Housnail,https://myanimelist.net/anime/29367/Jam_the_Housnail,"Claymation series about a family of ""housnails"" (portmanteau of house and snail) focusing on Jam, the elementary school aged housnail.","Adventure, Kids",
Gaia Getter A-kun,https://myanimelist.net/anime/24355/Gaia_Getter_A-kun,"Far away from our solar system there is a 3rd planet of another called Mangana. A Queen rules it with an iron fist. The first Prince, A-kun, is nothing but naughty kid and so the Queen gives him the task of invading Earth to prove his worth. A-kun comes in tow with his semi-forced attendants and hijinks ensue.","Comedy, Kids, Sci-Fi, Space",
Gerotan,https://myanimelist.net/anime/35577/Gerotan,A flash-animated anime series following the strange character Gerotan.,Comedy,
Hunter x Hunter: Yorkshin City Kanketsu-hen,https://myanimelist.net/anime/137/Hunter_x_Hunter__Yorkshin_City_Kanketsu-hen,"After reuniting with Gon and his friends, Kurapika explained to them the risks he bears because of his abilities. Believing that his target of revenge is no longer alive and the search for his fallen comrade's eyes could truly begin, Kurapika soon after receives a message informing him that all the Spiders still lived. After much discussion between his friends, Gon, Kurapika and company decided to hunt after the one Spider member who's ability could ultimately result in Kurapika's defeat and death. Based on the manga by Togashi Yoshihiro.","Action, Adventure, Super Power, Shounen",8.35
Kanojo to Kanojo no Neko,https://myanimelist.net/anime/1004/Kanojo_to_Kanojo_no_Neko,"It was on a rainy spring day that Chobi became a young woman's pet cat. Though he immediately fell in love with the beautiful and kind person who took him in, he can never hope to fully understand the complex world of humans. Over the course of their first year living in the same apartment, Chobi and his new owner live in their own separate worlds⁠—standing alone yet close together.","Drama, Psychological, Romance, Slice of Life",7.37
Sweat Punch,https://myanimelist.net/anime/1072/Sweat_Punch,Sweat Punch is a series of five Studio 4°C shorts collected as a direct-to-DVD package film entitled Deep Imagination.,"Action, Historical, Fantasy, Mecha",7.44
.hack//Liminality,https://myanimelist.net/anime/299/hack__Liminality,"While playing the newly released MMORPG ""The World,"" Minase Mai and Tomonari Kasumi collapsed in the real world and were sent to the hospital after hearing a mysterious sound. Only Mai had recovered while her friend Kasumi had slipped into a mysterious coma. Mai is later approached by the creator of ""The World,"" Tokuoka Junichiro, who unveils to her that, just like her friend, six other players across the country had also collapsed while playing ""The World"" and are now in mysterious comas. What exactly is ""The World,"" what is this mysterious sound Mai keeps on hearing, and why are people slipping into comas from this game? Minase, Junichiro and their acquaintances set off to get to the bottom of this problem before any further harm happens.","Game, Mystery, Sci-Fi",6.62
Initial D Battle Stage,https://myanimelist.net/anime/821/Initial_D_Battle_Stage,There are many street races in the Initial D Series. This OVA has no plot other than to collect all the street races into one stage. The dialog during the original races is left in.,"Action, Cars, Drama, Seinen, Sports",7.58
Bible Black Gaiden,https://myanimelist.net/anime/972/Bible_Black_Gaiden,"Twelve years prior to its discovery by Minase, the origins of the magic book with dark,sensuous powers is revealed. Initially owned by a female student, Takashiro, who, along with other curious students form the first magic club on campus. The club begins to use the erotic spells to carry out favors for fellow students, and vengeance. After underestimating the powers behind the book, Takashiro is taken out of the picture, as a new leader guides the club towards a darker course, one that will force school newcomer Kitami to make a dire choice.","Hentai, Supernatural",6.75
Cosplay Complex,https://myanimelist.net/anime/982/Cosplay_Complex,"Meet Chako and her friends from the Cosplay Association at East Oizuki Academy! They're the hottest new cosplay team in Japan...fresh from a winning streak of local battles, they're set to sweep the Cosplay World Series!

Yeah, right.

In reality, Chako and her friends are barely able to keep their club alive at all. Feeble club membership and a lack of sponsorship might be the end of their cosplay dreams before they can even start. But don't you dare underestimate this group of spunky girls! They'll survive a barrage of pervy newcomers, cosplay rivalries, costume disasters and dating mishaps in order to reach their ultimate goal of competing in the World Series. The clothing flies as the girls suit up (and strip down) for Cosplay Complex!

(Source: DVD Back Cover)","Comedy, Ecchi, Parody, School",5.87
Gate Keepers 21,https://myanimelist.net/anime/128/Gate_Keepers_21,"Thirty-two years have passed since the initial defeat of the Invaders. A.E.G.I.S is all but dismantled now and has become an underground organization consisting of only a few Gate Keepers left to save humanity. One of the members, Ayane Isuzu, is sick of society as a whole, though she continues to defeat the Invaders out of spite for her father. Suddenly, she learns of the revival of Machine General (Kikai Shogun) and Devil Count (Akuma Hakushaku), but a mysterious ghost girl now accompanies them. It is up to Ayane and the remnants of A.E.G.I.S to stop them and save humanity once again.

(Source: ANN)","Action, Drama, Mecha, Sci-Fi, Shounen",6.81
Little Monica Monogatari,https://myanimelist.net/anime/1785/Little_Monica_Monogatari,"Will, an orphan originally from Little Monica, a city of culture and arts, returns to a place he hasn't been in since his childhood to contribute to it and have a reunion with his childhood friend, Celia. What he doesn't know is that during his long absence, things have changed for the worse and Little Monica, once a city of high culture has become a capital of degeneration. The question is can Will resist the temptations offered by the city or will he succumb to it. With a little help from Celia and her sisters Tina and Mei, as well Miss Meow, they just might succeed in returning Little Monica to its former glory.

(Source: ANN)",Hentai,6.48
Kojin Taxi,https://myanimelist.net/anime/2357/Kojin_Taxi,"A cabbie got his kicks by blackmailing, raping, and storing women in his ""collection"" back in his old town. Now he is in a new town with new women. He wants to have sex with them. He picks each girl up many times and follows them around. They do not seem to notice it's the same cabbie until it's to late, until he gets all his sources and starts to blackmail them. In his new town his first fare was Satsuki, a member of the archery club. He goes on from there to get twins, a swimmer, a cheer leader, and more.",Hentai,6.21
Megami Kouhosei Special Curriculum,https://myanimelist.net/anime/887/Megami_Kouhosei_Special_Curriculum,"A retelling of the TV series from the point of view of one of the Goddess Pilots.

(Source: ANN)","Action, Mecha, Military, Sci-Fi, Space",6.33
Inbaku Gakuen,https://myanimelist.net/anime/2943/Inbaku_Gakuen,"Keisuke Shimizu, upset over the problems in his household, becomes a delinquent and sees women as only sexual tools. His class representative, Orie Yuki, wants to change his beliefs. To show him the power of true love, Orie agrees to be his sex slave for three months. Orie has no idea what her decision will have on her future, especially since Keisuke's attention is away from his former lover.

(Source: ANN)","Hentai, School",6.31
Lupin III: Ikiteita Majutsushi,https://myanimelist.net/anime/1427/Lupin_III__Ikiteita_Majutsushi,"Lupin steals an extraordinary gem from a Mediterranean party, only to be interrupted by Pycal, the trickster ""magician"" who had apparently died fighting Lupin early in his career. Pycal, now armed with real magical abilities, is determined to take revenge. 

(Source: ANN)","Action, Adventure, Mystery, Comedy, Seinen",6.09
Ai wa Kagi no Kazu dake... Fuuzoku Mansion,https://myanimelist.net/anime/1895/Ai_wa_Kagi_no_Kazu_dake_Fuuzoku_Mansion,Jyun is on his own for the first time as his father has gone overseas for a new job. He stays behind because of schooling and moves into an appartment complex as assistant manager only to discover the place is a sex service appartment.,Hentai,6.26
Kurohime: Shikkoku no Yakata,https://myanimelist.net/anime/1385/Kurohime__Shikkoku_no_Yakata,"A camping trip takes a turn for the wild when the group discovers a mystery mansion in the woods. Excitement turns to thrills of terror as people begin to disappear. Too late, they realize they are trapped in the clutches of a mysterious woman. Who is that woman and will the group of campers be able to escape the remote mansion?

(Source: AniDB)",Hentai,5.98
eX-Driver: Nina & Rei Danger Zone,https://myanimelist.net/anime/1733/eX-Driver__Nina___Rei_Danger_Zone,"The story takes place on a world 100 years in the future, a few years before Lisa and Lorna joined eX-D organization. The world where people drives computer-controlled electrically powered ""AI cars"" which automatically take you where you want to go. However, one AI car mysteriously start to run amok. Now Nina and Rei, as the main driver for ex-D organization have to solve the mystery behind the AI car with evil plot and trap awaiting for them... 

(Source: AniDB)","Action, Sci-Fi, Cars",6.52
Dorei Ichiba,https://myanimelist.net/anime/3385/Dorei_Ichiba,"While working as an informant for the Venetian government, Casius travels to the grand and lustrous city of Constanivole to meet his longtime friend Falco. As he is giving him a tour of the city, Falco suggests they visit the slave market: a place where captured women are sold at exorbitant prices to wealthy bureaucrats. Casius is initially hesitant to take part in the debauchery, but eventually has a change of heart and buys the girls in order to protect them. Unbeknownst to him, the girls he purchased will soon send him headfirst into a series of tumultuous events.

Dorei Ichiba follows Casius as he spends his days in the foreign city with his three slaves—Bianca, a childish woman who calls him 'big brother'; Cecilia, a peasant who ran away from her abusive, blue-blooded fiance; and Myia, a mute girl with dark secrets. As he uncovers their tragic stories while making love to them, he finds himself slowly succumbing to a carnal desire that threatens to change him for good.",Hentai,6.29
The Urotsuki,https://myanimelist.net/anime/1353/The_Urotsuki,"An immortal beast-man of supernatural lusts, Amano Jaku escapes prison to gratify his appetites at Meishin College. But the campus is not just a hotbed of luscious coeds – it’s the breeding ground of a hideous monster! The Ultra God is Amano Jaku’s nemesis, a vile killing machine, and the ancient harbinger of the coming apocalypse. Now, immortals will clash in a battle that will bathe the Earth in innocent blood!

(Source: AniDB)","Adventure, Fantasy, Hentai, Demons, Horror",5.77
Gakuen: Chijoku no Zushiki,https://myanimelist.net/anime/1511/Gakuen__Chijoku_no_Zushiki,"Masaki's in trouble. His rich father is about to disown him! But he's still got one last chance: if he can collect on some old unpaid debts, then all will be forgiven. Masaki may be a slacker, but he's quick to realize that the fastest way to collect is to go after the debtors' hot, busty daughters! 
And so, Masaki's ""game"" begins. The rules? If the girls can't pay back the debt, they have pay up with all sorts of sexual favors. They'll have to cater to his every carnal demand, fulfill his every fetish... Masaki may not be collecting much money, but he doesn't care – he's surrounded by girls moaning in pleasure and begging for more!

(Source: AniDB)",Hentai,5.55
Galaxy Angel Music Collection: Shouen to Shien no Cassoulet,https://myanimelist.net/anime/2206/Galaxy_Angel_Music_Collection__Shouen_to_Shien_no_Cassoulet,"Forte suddenly asks for leave for the day, leaving the Angels, Ranpha in particular, thinking she's off for a date. Meanwhile, Forte meets up with an old acquaintance who wants to ask her opinion on a rather pressing matter of life and death.

(Source: Wikipedia)","Sci-Fi, Comedy",6.98
Galerians: Rion,https://myanimelist.net/anime/1611/Galerians__Rion,"Six years have passed since Rion discovered his own identity as an artificial being, yet succeeded in destroying the genocidal Mother Computer, Dorothy, before perishing himself. Now reactivated by Lilia, Rion awakens to find that Dorothy managed to execute one final catastrophic program, rendering a new evil crew to finish her goal of human annihilation. It is a fully 3D CGI animated OVA based on the hit PlayStation game, called Galerians, released in August, 1999.

(Source: AniDB)","Adventure, Drama, Horror, Military, Mystery, Psychological, Sci-Fi, Shounen, Supernatural",5.54
Yoru ga Kuru!,https://myanimelist.net/anime/1702/Yoru_ga_Kuru,"Blue moon suddenly appeared near the moon, they called it True Moon. After 3 years when True Moon shined blue, a monster appeared in front of Ryo. He ran away from the monster, but finally, the monster cornered him. When he began to accept his death, a red eyed girl, Izumi, appeared. She cut the monster to death, and gone.

(Source: AnimeNfo)","Demons, Hentai, Horror, Super Power, Supernatural",5.64
Shuukaku no Yoru,https://myanimelist.net/anime/3911/Shuukaku_no_Yoru,"There is a bridge that divides the town, separating violence from non-violence, immorality from morality, sexually abusive lifestyles from ordinary lifestyles. There is no order beyond that bridge.

(Source: AniDB)",Hentai,6.06
Gekka Bijin,https://myanimelist.net/anime/2430/Gekka_Bijin,"The mistress of a boarding house entertains her new tenant in exciting fashion. Full of naughty games, submission and outrageous sex scenes.

(Source: AniDB)",Hentai,6.16
Momiji,https://myanimelist.net/anime/3303/Momiji,"Story begins as Momiji's chastity is taken by Kazuto. We learn that Momiji is a girl without a will of her own, while Kazuto is the son of a wealthy and influential family. Kazuto took an interest in Momiji when he saw her at school, and he went out of his way to get her to come live in his house as a maid.

(Source: ANN)","Hentai, School",6.25
Shinseiki Inma Seiden,https://myanimelist.net/anime/2189/Shinseiki_Inma_Seiden,"As the related Kameyama and Ootori families battle to lead Ootori Academy, sinister goings-on complicate their internal struggle. Terrifying sexual assaults are taking place, with the assailant concealing his identity with a foreboding iron mask. Sena is attacked by tentacles and a demon, and then the masked man appears before Mao, who tries to fight him off. When she fails to succeed, Hitomi Kameyama comes to her rescue, but the horror has just begun.

(Source: NuTech Digital)","Hentai, School, Supernatural",6.18
Unbalance,https://myanimelist.net/anime/1770/Unbalance,"The Hungry Bear is a restaurant where carnal appetites are satisfied to order. The waitress, Mika, has just uncovered the secret life of her late sister, a woman who would perform any sexual act, no matter how bizarre! But the secret's all in the sauce, and Mika vows to service her clientele's insatiable appetite for the exotic!

(Source: AniDB)",Hentai,5.84
Flutter of Birds: Tori-tachi no Habataki,https://myanimelist.net/anime/1404/Flutter_of_Birds__Tori-tachi_no_Habataki,"Yusaku is heading home for the first time in eight years. He is a medical student about to take on a summer internship in the country working at his uncle's clinic. While on the train, he becomes smitten with a young woman sitting across from him, but is unable to summon the courage to speak to her. When he arrives in his hometown, he is reunited with friends from his childhood, and get introduced to gorgeous nurses, patients, and mysterious young girls. It is only a matter of time before Yusaku runs into the beautiful woman he saw on the train. 

(Source: AniDB)",Hentai,5.76
Kamyla,https://myanimelist.net/anime/3921/Kamyla,"Late 20th century, during a time of rampant social corruption, a criminal market in human sex slavery has become increasingly common. The Japanese government created a specially trained task force to combat these crimes. 

(Source: AniDB)","Hentai, Police",5.72
Joou-sama wa M Dorei,https://myanimelist.net/anime/3066/Joou-sama_wa_M_Dorei,"Men are the enemies... 

As a young girl, Yumi (Yoshimi Terada) watched her mother leave her father, and her father bring in other women. She grew to hate her father and all men. Time has passed, and now Yumi is a nurse. But that is only her day job. Being a queen is her true calling. What will happen when Hiroyuki Ando, a former patient of hers who fell madly in love with her, finds out that she's not the gentle, caring person he thought he knew? 

(Source: AniDB)",Hentai,5.37
Tsuki Kagerou,https://myanimelist.net/anime/4606/Tsuki_Kagerou,Based on the game by Studio Miris.,"Hentai, Yuri",5.57
Gakuen Maria: Bakunyuu Teachers,https://myanimelist.net/anime/6622/Gakuen_Maria__Bakunyuu_Teachers,"Based on the manga by Aura Seiji

(Source: AniDB)",Hentai,5.25
Nakoruru: Ano Hito kara no Okurimono,https://myanimelist.net/anime/1937/Nakoruru__Ano_Hito_kara_no_Okurimono,"Nakoruru, finally returned to her home Kamuikotan after a long, fierce battle, receives a warm welcome from dear friends and the village children. Her spirit is uplifted by her reunion with companions Manari and Yantamuu. But as the trauma of battle falls away, Rela appears and challenges Nakoruru and the shadow of misfortune creeps closer... Nakoruru is a popular Ainu girl from SNK's Samurai Spirits fighting game (PC and Dreamcast), now she has her very own OVA series.

(Source: AniDB)","Fantasy, Supernatural, Historical, Drama",5.57
Tsubaki Iro no Purijioone,https://myanimelist.net/anime/2190/Tsubaki_Iro_no_Purijioone,"Saionji Akitsugu is the heir to his father's immense fortune. But, he hates his father as he holds him responsible for pushing his mother to kill herself. When his father dies, Saionji is the least bit inclined to claim his inheritance. But his newly arrived secretary, Sannomiya Rei convinces him otherwise. He finally arrives at his ancestral home - a palatial mansion brimming with pliant maids who, he presumes, existed for the sole purpose of servicing their now deceased master...

(Source: ANN)",Hentai,5.41
Deep Voice,https://myanimelist.net/anime/5646/Deep_Voice,"The story is set in an old Western-style hospital where Takumi is confined. Takumi has gained some strange abilities after he had an accident. He can see the ""deep voices"" of the past events bound in different places in the hospital, and also gets into other people's consciousness on times he is asleep. With Amano Aki, he tries to investigate about the mysterious past in the hospital. At the same time, a doctor, Yanagi Hiroko, tries to study about Takumi's strange ability.",Hentai,5.43
Generation of Chaos Next: Chikai no Pendant,https://myanimelist.net/anime/2777/Generation_of_Chaos_Next__Chikai_no_Pendant,"Prologue to the second game in the Generation of Chaos RPG series. Ellile is a knight-in-training in the Kingdom of Fredbarn in the Neverland World. He and Princess Roji are secretly in love, and plan to marry. Lifile, the head of the knights, finds out, and tells Ellile that he's not strong enough to protect Roji, let alone the Kingdom. Ellile becomes frustrated, and comtemplates what to do... During the OVA, there are a few animated shorts dealing with a fourth character, Poro, her robot friend, and the GOC Next cast.

(Source: ANN)","Action, Military, Adventure, Romance, Fantasy",4.4
Rasen Kairou,https://myanimelist.net/anime/5610/Rasen_Kairou,"Saeki is an assistant professor at the university, who happened to find a unique site while surfing the net. The site displays abducted woman who have been enslaved for the purpose of fulfilling the desires of EDEN's visitors. The woman are used as tools of pleasure, they are humiliated and abused in all manor imaginable. Has Saeki gotten himself in too deep and how will he fair when EDEN's newest victim is a familiar student from his university. Will he find himself unable to turn away from the darkness that is EDEN? 
 
(Source: AniDB)",Hentai,5.58
